Ortsnetzkennzahl;Ortsnetzname;KennzeichenAktiv
3537;Jessen Elster;1
35383;Elster Elbe;1
35384;Steinsdorf b Jessen;1
35385;Annaburg;1
35386;Prettin;1
35387;Seyda;1
35388;Klöden;1
35389;Holzdorf Elster;1
3541;Calau;1
3542;Lübbenau Spreewald;1
35433;Vetschau;1
35434;Altdöbern;1
35435;Gollmitz b Calau;1
35436;Laasow b Calau;1
35439;Zinnitz;1
3544;Luckau Brandenb;1
35451;Dahme Brandenb;1
35452;Golssen;1
35453;Drahnsdorf;1
35454;Uckro;1
35455;Walddrehna;1
35456;Terpt;1
3546;Lübben Spreewald;1
35471;Birkenhainchen;1
35472;Schlepzig;1
35473;Neu Lübbenau;1
35474;Schönwalde b Lübben;1
35475;Straupitz;1
35476;Wittmannsdorf-Bückchen;1
35477;Rietzneuendorf-Friedrichshof;1
35478;Goyatz;1
355;Cottbus;1
35600;Döbern NL;1
35601;Peitz;1
35602;Drebkau;1
35603;Burg Spreewald;1
35604;Krieschow;1
35605;Komptendorf;1
35606;Briesen b Cottbus;1
35607;Jänschwalde;1
35608;Gross Ossnig;1
35609;Drachhausen;1
3561;Guben;1
3562;Forst Lausitz;1
3563;Spremberg;1
3564;Schwarze Pumpe;1
35691;Bärenklau NL;1
35692;Kerkwitz;1
35693;Lauschütz;1
35694;Gosda b Klinge;1
35695;Simmersdorf;1
35696;Briesnig;1
35697;Bagenz;1
35698;Hornow;1
3571;Hoyerswerda;1
35722;Lauta b Hoyerswerda;1
35723;Bernsdorf OL;1
35724;Lohsa;1
35725;Wittichenau;1
35726;Groß Särchen;1
35727;Burghammer;1
35728;Uhyst Spree;1
3573;Senftenberg;1
3574;Lauchhammer;1
35751;Welzow;1
35752;Ruhland;1
35753;Großräschen;1
35754;Klettwitz;1
35755;Ortrand;1
35756;Hosena;1
3576;Weisswasser;1
35771;Bad Muskau;1
35772;Rietschen;1
35773;Schleife;1
35774;Boxberg Sachs;1
35775;Pechern;1
3578;Kamenz;1
35792;Ossling;1
35793;Elstra;1
35795;Königsbrück;1
35796;Panschwitz-Kuckau;1
35797;Schwepnitz;1
3581;Görlitz;1
35820;Zodel;1
35822;Hagenwerder;1
35823;Ostritz;1
35825;Kodersdorf;1
35826;Königshain b Görlitz;1
35827;Nieder-Seifersdorf;1
35828;Reichenbach OL;1
35829;Gersdorf b Görlitz;1
3583;Zittau;1
35841;Großschönau Sachs;1
35842;Oderwitz;1
35843;Hirschfelde b Zittau;1
35844;Oybin Kurort;1
3585;Löbau;1
3586;Neugersdorf Sachs;1
35872;Neusalza-Spremberg;1
35873;Herrnhut;1
35874;Bernstadt a d Eigen;1
35875;Obercunnersdorf b Löbau;1
35876;Weissenberg Sachs;1
35877;Cunewalde;1
3588;Niesky;1
35891;Rothenburg OL;1
35892;Horka OL;1
35893;Mücka;1
35894;Hähnichen;1
35895;Klitten;1
3591;Bautzen;1
3592;Kirschau;1
35930;Seitschen;1
35931;Königswartha;1
35932;Guttau;1
35933;Neschwitz;1
35934;Grossdubrau;1
35935;Kleinwelka;1
35936;Sohland Spree;1
35937;Prischwitz;1
35938;Großpostwitz OL;1
35939;Hochkirch;1
3594;Bischofswerda;1
35951;Neukirch Lausitz;1
35952;Großröhrsdorf OL;1
35953;Burkau;1
35954;Grossharthau;1
35955;Pulsnitz;1
3596;Neustadt i Sa;1
35971;Sebnitz;1
35973;Stolpen;1
35974;Hinterhermsdorf;1
35975;Hohnstein;1
3601;Mühlhausen Thür;1
36020;Ebeleben;1
36021;Schlotheim;1
36022;Grossengottern;1
36023;Horsmar;1
36024;Diedorf b Mühlhausen Thür;1
36025;Körner;1
36026;Struth b Mühlhausen Thür;1
36027;Lengenfeld Unterm Stein;1
36028;Kammerforst Thür;1
36029;Menteroda;1
3603;Bad Langensalza;1
36041;Bad Tennstedt;1
36042;Tonna;1
36043;Kirchheilingen;1
3605;Leinefelde;1
3606;Heiligenstadt Heilbad;1
36071;Teistungen;1
36072;Weißenborn-Lüderode;1
36074;Worbis;1
36075;Dingelstädt Eichsfeld;1
36076;Niederorschel;1
36077;Grossbodungen;1
36081;Arenshausen;1
36082;Ershausen;1
36083;Uder;1
36084;Heuthen;1
36085;Reinholterode;1
36087;Wüstheuterode;1
361;Erfurt;1
36200;Elxleben b Arnstadt;1
36201;Walschleben;1
36202;Neudietendorf;1
36203;Vieselbach;1
36204;Stotternheim;1
36205;Gräfenroda;1
36206;Grossfahner;1
36207;Plaue Thür;1
36208;Ermstedt;1
36209;Klettbach;1
3621;Gotha Thür;1
3622;Waltershausen Thür;1
3623;Friedrichroda;1
3624;Ohrdruf;1
36252;Tambach-Dietharz Thür Wald;1
36253;Georgenthal Thür Wald;1
36254;Friedrichswerth;1
36255;Goldbach b Gotha;1
36256;Wechmar;1
36257;Luisenthal Thür;1
36258;Friemar;1
36259;Tabarz Thür Wald;1
3628;Arnstadt;1
3629;Stadtilm;1
3631;Nordhausen Thür;1
3632;Sondershausen;1
36330;Grossberndten;1
36331;Ilfeld;1
36332;Ellrich;1
36333;Heringen Helme;1
36334;Wolkramshausen;1
36335;Grosswechsungen;1
36336;Klettenberg;1
36337;Schiedungen;1
36338;Bleicherode;1
3634;Sömmerda;1
3635;Kölleda;1
3636;Greussen;1
36370;Grossenehrich;1
36371;Schlossvippach;1
36372;Kleinneuhausen;1
36373;Buttstädt;1
36374;Weissensee;1
36375;Kindelbrück;1
36376;Straussfurt;1
36377;Rastenberg;1
36378;Ostramondra;1
36379;Holzengel;1
3641;Jena;1
36421;Camburg;1
36422;Reinstädt Thür;1
36423;Orlamünde;1
36424;Kahla Thür;1
36425;Isserstedt;1
36426;Ottendorf b Stadtroda;1
36427;Dornburg Saale;1
36428;Stadtroda;1
3643;Weimar Thür;1
3644;Apolda;1
36450;Kranichfeld;1
36451;Buttelstedt;1
36452;Berlstedt;1
36453;Mellingen;1
36454;Magdala;1
36458;Bad Berka;1
36459;Blankenhain Thür;1
36461;Bad Sulza;1
36462;Ossmannstedt;1
36463;Gebstedt;1
36464;Wormstedt;1
36465;Oberndorf b Apolda;1
3647;Pößneck;1
36481;Neustadt an der Orla;1
36482;Triptis;1
36483;Ziegenrück;1
36484;Knau b Pößneck;1
365;Gera;1
36601;Hermsdorf Thür;1
36602;Ronneburg Thür;1
36603;Weida;1
36604;Münchenbernsdorf;1
36605;Bad Köstritz;1
36606;Kraftsdorf;1
36607;Niederpöllnitz;1
36608;Seelingstädt b Gera;1
3661;Greiz;1
36621;Elsterberg b Plauen;1
36622;Triebes;1
36623;Berga Elster;1
36624;Teichwolframsdorf;1
36625;Langenwetzendorf;1
36626;Auma;1
36628;Zeulenroda;1
3663;Schleiz;1
36640;Remptendorf;1
36642;Harra;1
36643;Thimmendorf;1
36644;Hirschberg Saale;1
36645;Mühltroff;1
36646;Tanna b Schleiz;1
36647;Saalburg Thür;1
36648;Dittersdorf b Schleiz;1
36649;Gefell b Schleiz;1
36651;Lobenstein;1
36652;Wurzbach;1
36653;Lehesten Thür Wald;1
36691;Eisenberg Thür;1
36692;Bürgel;1
36693;Crossen an der Elster;1
36694;Schkölen Thür;1
36695;Söllmnitz;1
36701;Lichte;1
36702;Lauscha;1
36703;Gräfenthal;1
36704;Steinheid;1
36705;Oberweißbach Thür Wald;1
3671;Saalfeld Saale;1
3672;Rudolstadt;1
36730;Sitzendorf;1
36731;Unterloquitz;1
36732;Könitz;1
36733;Kaulsdorf;1
36734;Leutenberg;1
36735;Probstzella;1
36736;Arnsgereuth;1
36737;Drognitz;1
36738;Königsee;1
36739;Rottenbach;1
36741;Bad Blankenburg;1
36742;Uhlstädt;1
36743;Teichel;1
36744;Remda;1
3675;Sonneberg Thür;1
36761;Heubisch;1
36762;Steinach Thür;1
36764;Neuhaus-Schierschnitz;1
36766;Schalkau;1
3677;Ilmenau Thür;1
36781;Grossbreitenbach;1
36782;Schmiedefeld a Rennsteig;1
36783;Gehren Thür;1
36784;Stützerbach;1
36785;Gräfinau-Angstedt;1
3679;Neuhaus a Rennweg;1
3681;Suhl;1
3682;Zella-Mehlis;1
3683;Schmalkalden;1
36840;Trusetal;1
36841;Schleusingen;1
36842;Oberhof Thür;1
36843;Benshausen;1
36844;Rohr Thür;1
36845;Gehlberg;1
36846;Suhl-Dietzhausen;1
36847;Steinbach-Hallenberg;1
36848;Wernshausen;1
36849;Kleinschmalkalden;1
3685;Hildburghausen;1
3686;Eisfeld;1
36870;Masserberg;1
36871;Bad Colberg-Heldburg;1
36873;Themar;1
36874;Schönbrunn b Hildburghaus;1
36875;Straufhain-Streufdorf;1
36878;Oberland;1
3691;Eisenach Thür;1
36920;Grossenlupnitz;1
36921;Wutha-Farnroda;1
36922;Gerstungen;1
36923;Treffurt;1
36924;Mihla;1
36925;Marksuhl;1
36926;Creuzburg;1
36927;Unterellen;1
36928;Neuenhof Thür;1
36929;Ruhla;1
3693;Meiningen;1
36940;Oepfershausen;1
36941;Wasungen;1
36943;Bettenhausen Thür;1
36944;Rentwertshausen;1
36945;Henneberg;1
36946;Erbenhausen Thür;1
36947;Jüchsen;1
36948;Römhild;1
36949;Obermaßfeld-Grimmenthal;1
3695;Bad Salzungen;1
36961;Bad Liebenstein;1
36962;Vacha;1
36963;Dorndorf Rhön;1
36964;Dermbach Rhön;1
36965;Stadtlengsfeld;1
36966;Kaltennordheim;1
36967;Geisa;1
36968;Rossdorf Rhön;1
36969;Merkers;1
371;Chemnitz Sachs;1
37200;Wittgensdorf b Chemnitz;1
37202;Claussnitz b Chemnitz;1
37203;Gersdorf b Chemnitz;1
37204;Lichtenstein Sachs;1
37206;Frankenberg Sachs;1
37207;Hainichen Sachs;1
37208;Auerswalde;1
37209;Einsiedel b Chemnitz;1
3721;Meinersdorf;1
3722;Limbach-Oberfrohna;1
3723;Hohenstein-Ernstthal;1
3724;Burgstädt;1
3725;Zschopau;1
3726;Flöha;1
3727;Mittweida;1
37291;Augustusburg;1
37292;Oederan;1
37293;Eppendorf Sachs;1
37294;Grünhainichen;1
37295;Lugau Erzgeb;1
37296;Stollberg Erzgeb;1
37297;Thum Sachs;1
37298;Oelsnitz Erzgeb;1
3731;Freiberg Sachs;1
37320;Mulda Sachs;1
37321;Frankenstein Sachs;1
37322;Brand-Erbisdorf;1
37323;Lichtenberg Erzgeb;1
37324;Reinsberg Sachs;1
37325;Niederbobritzsch;1
37326;Frauenstein Sachs;1
37327;Rechenberg-Bienenmühle;1
37328;Grossschirma;1
37329;Grosshartmannsdorf;1
3733;Annaberg-Buchholz;1
37341;Ehrenfriedersdorf;1
37342;Cranzahl;1
37343;Jöhstadt;1
37344;Crottendorf Sachs;1
37346;Geyer;1
37347;Bärenstein Kr Annaberg;1
37348;Oberwiesenthal Kurort;1
37349;Scheibenberg;1
3735;Marienberg Sachs;1
37360;Olbernhau;1
37361;Neuhausen Erzgeb;1
37362;Seiffen Erzgeb;1
37363;Zöblitz;1
37364;Reitzenhain Erzgeb;1
37365;Sayda;1
37366;Rübenau;1
37367;Lengefeld Erzgeb;1
37368;Deutschneudorf;1
37369;Wolkenstein;1
3737;Rochlitz;1
37381;Penig;1
37382;Geringswalde;1
37383;Lunzenau;1
37384;Wechselburg;1
3741;Plauen;1
37421;Oelsnitz Vogtl;1
37422;Markneukirchen;1
37423;Adorf Vogtl;1
37430;Eichigt;1
37431;Mehltheuer Vogtl;1
37432;Pausa Vogtl;1
37433;Gutenfürst;1
37434;Bobenneukirchen;1
37435;Reuth b Plauen;1
37436;Weischlitz;1
37437;Bad Elster;1
37438;Bad Brambach;1
37439;Jocketa;1
3744;Auerbach Vogtl;1
3745;Falkenstein Vogtl;1
37462;Rothenkirchen Vogtl;1
37463;Bergen Vogtl;1
37464;Schöneck Vogtl;1
37465;Tannenbergsthal Vogtl;1
37467;Klingenthal Sachs;1
37468;Treuen Vogtl;1
375;Zwickau;1
37600;Neumark Sachs;1
37601;Mülsen Skt Jacob;1
37602;Kirchberg Sachs;1
37603;Wildenfels;1
37604;Mosel;1
37605;Hartenstein Sachs;1
37606;Lengenfeld Vogtl;1
37607;Ebersbrunn Sachs;1
37608;Waldenburg Sachs;1
37609;Wolkenburg Mulde;1
3761;Werdau Sachs;1
3762;Crimmitschau;1
3763;Glauchau;1
3764;Meerane;1
3765;Reichenbach Vogtl;1
3771;Aue Sachs;1
3772;Schneeberg Erzgeb;1
3773;Johanngeorgenstadt;1
3774;Schwarzenberg;1
37752;Eibenstock;1
37754;Zwönitz;1
37755;Schönheide Erzgeb;1
37756;Breitenbrunn Erzgeb;1
37757;Rittersgrün;1
381;Rostock;1
38201;Gelbensande;1
38202;Volkenshagen;1
38203;Bad Doberan;1
38204;Broderstorf;1
38205;Tessin b Rostock;1
38206;Graal-Müritz Seeheilbad;1
38207;Stäbelow;1
38208;Kavelstorf;1
38209;Sanitz b Rostock;1
3821;Ribnitz-Damgarten;1
38220;Wustrow Ostseebad;1
38221;Marlow;1
38222;Semlow;1
38223;Saal Vorpom;1
38224;Gresenhorst;1
38225;Trinwillershagen;1
38226;Dierhagen Ostseebad;1
38227;Lüdershagen b Barth;1
38228;Dettmannsdorf-Kölzow;1
38229;Bad Sülze;1
38231;Barth;1
38232;Zingst Ostseebad;1
38233;Prerow Ostseebad;1
38234;Born a Darß;1
38292;Kröpelin;1
38293;Kühlungsborn Ostseebad;1
38294;Neubukow;1
38295;Satow b Bad Doberan;1
38296;Rerik Ostseebad;1
38297;Moitin;1
38300;Insel Hiddensee;1
38301;Putbus;1
38302;Sagard;1
38303;Sellin Ostseebad;1
38304;Garz Rügen;1
38305;Gingst;1
38306;Samtens;1
38307;Poseritz;1
38308;Göhren Rügen;1
38309;Trent;1
3831;Stralsund;1
38320;Tribsees;1
38321;Martensdorf b Stralsund;1
38322;Richtenberg;1
38323;Prohn;1
38324;Velgast;1
38325;Rolofshagen;1
38326;Grimmen;1
38327;Elmenhorst Vorpom;1
38328;Miltzow;1
38331;Rakow Vorpom;1
38332;Gross Bisdorf;1
38333;Horst b Grimmen;1
38334;Grammendorf;1
3834;Greifswald;1
38351;Mesekenhagen;1
38352;Kemnitz b Greifswald;1
38353;Gützkow b Greifswald;1
38354;Wusterhusen;1
38355;Züssow;1
38356;Behrenhoff;1
3836;Wolgast;1
38370;Kröslin;1
38371;Karlshagen;1
38372;Usedom;1
38373;Katzow;1
38374;Lassan b Wolgast;1
38375;Koserow;1
38376;Zirchow;1
38377;Zinnowitz;1
38378;Heringsdorf Seebad;1
38379;Benz Usedom;1
3838;Bergen auf Rügen;1
38391;Altenkirchen Rügen;1
38392;Sassnitz;1
38393;Binz Ostseebad;1
3841;Wismar Meckl;1
38422;Neukloster;1
38423;Bad Kleinen;1
38424;Bobitz;1
38425;Kirchdorf Poel;1
38426;Neuburg-Steinhausen;1
38427;Blowatz;1
38428;Hohenkirchen b Wismar;1
38429;Glasin;1
3843;Güstrow;1
3844;Schwaan;1
38450;Tarnow b Bützow;1
38451;Hoppenrade b Güstrow;1
38452;Lalendorf;1
38453;Mistorf;1
38454;Kritzkow;1
38455;Plaaz;1
38456;Langhagen b Güstrow;1
38457;Krakow am See;1
38458;Zehna;1
38459;Laage;1
38461;Bützow;1
38462;Baumgarten Meckl;1
38464;Bernitt;1
38466;Jürgenshagen;1
3847;Sternberg;1
38481;Witzin;1
38482;Warin;1
38483;Brüel;1
38484;Ventschow;1
38485;Dabel;1
38486;Gustävel;1
38488;Demen;1
385;Schwerin Meckl;1
3860;Raben Steinfeld;1
3861;Plate;1
3863;Crivitz;1
3865;Holthusen;1
3866;Cambs;1
3867;Lübstorf;1
3868;Rastow;1
3869;Dümmer;1
3871;Parchim;1
38720;Grebbin;1
38721;Ziegendorf;1
38722;Raduhn;1
38723;Kladrum;1
38724;Siggelkow;1
38725;Gross Godems;1
38726;Spornitz;1
38727;Mestlin;1
38728;Domsühl;1
38729;Marnitz;1
38731;Lübz;1
38732;Gallin b Lübz;1
38733;Karbow-Vietlübbe;1
38735;Plau am See;1
38736;Goldberg Meckl;1
38737;Ganzlin;1
38738;Karow b Lübz;1
3874;Ludwigslust Meckl;1
38750;Malliss;1
38751;Picher;1
38752;Zierzow b Ludwigslust;1
38753;Wöbbelin;1
38754;Leussow b Ludwigslust;1
38755;Eldena;1
38756;Grabow Meckl;1
38757;Neustadt-Glewe;1
38758;Dömitz;1
38759;Tewswoos;1
3876;Perleberg;1
3877;Wittenberge;1
38780;Lanz Brandenb;1
38781;Mellen;1
38782;Reetz b Perleberg;1
38783;Dallmin;1
38784;Kleinow Kr Prignitz;1
38785;Berge b Perleberg;1
38787;Glöwen;1
38788;Gross Warnow;1
38789;Wolfshagen b Perleberg;1
38791;Bad Wilsnack;1
38792;Lenzen (Elbe);1
38793;Dergenthin;1
38794;Cumlosen;1
38796;Viesecke;1
38797;Karstädt Kr Prignitz;1
3881;Grevesmühlen;1
38821;Lüdersdorf Meckl;1
38822;Diedrichshagen b Grevesmühlen;1
38823;Selmsdorf;1
38824;Mallentin;1
38825;Klütz;1
38826;Dassow;1
38827;Kalkhorst;1
38828;Schönberg Meckl;1
3883;Hagenow;1
38841;Neuhaus Elbe;1
38842;Lüttenmark;1
38843;Bennin;1
38844;Gülze;1
38845;Kaarssen;1
38847;Boizenburg Elbe;1
38848;Vellahn;1
38850;Gammelin;1
38851;Zarrentin Meckl;1
38852;Wittenburg;1
38853;Drönnewitz b Hagenow;1
38854;Redefin;1
38855;Lübtheen;1
38856;Pritzier b Hagenow;1
38858;Lassahn;1
38859;Alt Zachun;1
3886;Gadebusch;1
38871;Mühlen Eichsen;1
38872;Rehna;1
38873;Carlow;1
38874;Lützow;1
38875;Schlagsdorf b Gadebusch;1
38876;Roggendorf;1
39000;Beetzendorf;1
39001;Apenburg;1
39002;Oebisfelde;1
39003;Jübar;1
39004;Köckte b Gardelegen;1
39005;Kusey;1
39006;Miesterhorst;1
39007;Tangeln;1
39008;Kunrau;1
39009;Badel;1
3901;Salzwedel;1
3902;Diesdorf Altm;1
39030;Brunau;1
39031;Dähre;1
39032;Mahlsdorf b Salzwedel;1
39033;Wallstawe;1
39034;Fleetmark;1
39035;Kuhfelde;1
39036;Binde;1
39037;Pretzier;1
39038;Henningen;1
39039;Bonese;1
3904;Haldensleben;1
39050;Bartensleben;1
39051;Calvörde;1
39052;Erxleben b Haldensleben;1
39053;Süplingen;1
39054;Flechtingen;1
39055;Hörsingen;1
39056;Klüden;1
39057;Rätzlingen Sachs-Anh;1
39058;Uthmöden;1
39059;Wegenstedt;1
39061;Weferlingen;1
39062;Bebertal;1
3907;Gardelegen;1
39080;Kalbe Milde;1
39081;Kakerbeck Sachs-Anh;1
39082;Mieste;1
39083;Messdorf;1
39084;Lindstedt;1
39085;Zichtau;1
39086;Jävenitz;1
39087;Jerchel Altmark;1
39088;Letzlingen;1
39089;Bismark Altmark;1
3909;Klötze Altmark;1
391;Magdeburg;1
39200;Gommern;1
39201;Wolmirstedt;1
39202;Gross Ammensleben;1
39203;Barleben;1
39204;Niederndodeleben;1
39205;Langenweddingen;1
39206;Eichenbarleben;1
39207;Colbitz;1
39208;Loitsche;1
39209;Wanzleben;1
3921;Burg b Magdeburg;1
39221;Möckern b Magdeburg;1
39222;Möser;1
39223;Theessen;1
39224;Büden;1
39225;Altengrabow;1
39226;Hohenziatz;1
3923;Zerbst;1
39241;Leitzkau;1
39242;Prödel;1
39243;Nedlitz b Zerbst;1
39244;Steutz;1
39245;Loburg;1
39246;Lindau Anh;1
39247;Güterglück;1
39248;Dobritz;1
3925;Stassfurt;1
39262;Güsten Anh;1
39263;Unseburg;1
39264;Kroppenstedt;1
39265;Löderburg;1
39266;Förderstedt;1
39267;Schneidlingen;1
39268;Egeln;1
3928;Schönebeck Elbe;1
39291;Calbe Saale;1
39292;Biederitz;1
39293;Dreileben;1
39294;Gross Rosenburg;1
39295;Zuchau;1
39296;Welsleben;1
39297;Eickendorf Kr Schönebeck;1
39298;Barby Elbe;1
3931;Stendal;1
39320;Schinne;1
39321;Arneburg;1
39322;Tangermünde;1
39323;Schönhausen Elbe;1
39324;Kläden b Stendal;1
39325;Vinzelberg;1
39327;Klietz;1
39328;Rochau;1
39329;Möringen;1
3933;Genthin;1
39341;Redekin;1
39342;Gladau;1
39343;Jerichow;1
39344;Güsen;1
39345;Parchen;1
39346;Tucheim;1
39347;Kade;1
39348;Klitsche;1
39349;Parey Elbe;1
3935;Tangerhütte;1
39361;Lüderitz;1
39362;Grieben b Tangerhütte;1
39363;Angern;1
39364;Dolle;1
39365;Bellingen b Stendal;1
39366;Kehnert;1
3937;Osterburg Altmark;1
39382;Kamern;1
39383;Sandau Elbe;1
39384;Arendsee Altmark;1
39386;Seehausen Altmark;1
39387;Havelberg;1
39388;Goldbeck Altm;1
39389;Schollene;1
39390;Iden;1
39391;Lückstedt;1
39392;Rönnebeck Sachs-Ahn;1
39393;Werben Elbe;1
39394;Hohenberg-Krusemark;1
39395;Wanzer;1
39396;Neukirchen Altmark;1
39397;Geestgottberg;1
39398;Gross Garz;1
39399;Kleinau;1
39400;Wefensleben;1
39401;Neuwegersleben;1
39402;Völpke;1
39403;Gröningen Sachs-Ahn;1
39404;Ausleben;1
39405;Hötensleben;1
39406;Harbke;1
39407;Seehausen Börde;1
39408;Hadmersleben;1
39409;Eilsleben;1
3941;Halberstadt;1
39421;Osterwieck;1
39422;Badersleben;1
39423;Wegeleben;1
39424;Schwanebeck Sachs-Anh;1
39425;Dingelstedt a Huy;1
39426;Hessen;1
39427;Ströbeck;1
39428;Pabstorf;1
3943;Wernigerode;1
3944;Blankenburg Harz;1
39451;Wasserleben;1
39452;Ilsenburg;1
39453;Derenburg;1
39454;Elbingerode Harz;1
39455;Schierke;1
39456;Altenbrak;1
39457;Benneckenstein Harz;1
39458;Heudeber;1
39459;Hasselfelde;1
3946;Quedlinburg;1
3947;Thale;1
39481;Hedersleben b Aschersleben;1
39482;Gatersleben;1
39483;Ballenstedt;1
39484;Harzgerode;1
39485;Gernrode Harz;1
39487;Friedrichsbrunn;1
39488;Güntersberge;1
39489;Strassberg Harz;1
3949;Oschersleben Bode;1
395;Neubrandenburg;1
39600;Zwiedorf;1
39601;Friedland Meckl;1
39602;Kleeth;1
39603;Burg Stargard;1
39604;Wildberg b Altentreptow;1
39605;Gross Nemerow;1
39606;Glienke;1
39607;Kotelow;1
39608;Staven;1
3961;Altentreptow;1
3962;Penzlin b Waren;1
3963;Woldegk;1
3964;Bredenfelde b Strasburg;1
3965;Burow b Altentreptow;1
3966;Cölpin;1
3967;Oertzenhof b Strasburg;1
3968;Schönbeck Meckl;1
3969;Siedenbollentin;1
3971;Anklam;1
39721;Liepen b Anklam;1
39722;Sarnow b Anklam;1
39723;Krien;1
39724;Klein Bünzow;1
39726;Ducherow;1
39727;Spantekow;1
39728;Medow b Anklam;1
3973;Pasewalk;1
39740;Nechlin;1
39741;Jatznick;1
39742;Brüssow b Pasewalk;1
39743;Zerrenthin;1
39744;Rothenklempenow;1
39745;Hetzdorf b Strasburg;1
39746;Krackow;1
39747;Züsedom;1
39748;Viereck;1
39749;Grambow b Pasewalk;1
39751;Penkun;1
39752;Blumenhagen b Strasburg;1
39753;Strasburg;1
39754;Löcknitz Vorpom;1
3976;Torgelow b Ueckermünde;1
39771;Ueckermünde;1
39772;Rothemühl;1
39773;Altwarp;1
39774;Mönkebude;1
39775;Ahlbeck b Torgelow;1
39776;Hintersee;1
39777;Borkenfriede;1
39778;Ferdinandshof b Torgelow;1
39779;Eggesin;1
3981;Neustrelitz;1
39820;Triepkendorf;1
39821;Carpin;1
39822;Kratzeburg;1
39823;Rechlin;1
39824;Hohenzieritz;1
39825;Wokuhl;1
39826;Blankensee b Neustrelitz;1
39827;Schwarz b Neustrelitz;1
39828;Wustrow Kr Mecklenburg-Strelitz;1
39829;Blankenförde;1
39831;Feldberg Meckl;1
39832;Wesenberg Meckl;1
39833;Mirow Kr Neustrelitz;1
3984;Prenzlau;1
39851;Göritz b Prenzlau;1
39852;Schönermark b Prenzlau;1
39853;Holzendorf b Prenzlau;1
39854;Kleptow;1
39855;Parmen-Weggun;1
39856;Beenz b Prenzlau;1
39857;Drense;1
39858;Bietikow;1
39859;Fürstenwerder;1
39861;Gramzow b Prenzlau;1
39862;Schmölln b Prenzlau;1
39863;Seehausen b Prenzlau;1
3987;Templin;1
39881;Ringenwalde b Templin;1
39882;Gollin;1
39883;Groß Dölln;1
39884;Hassleben b Prenzlau;1
39885;Jakobshagen;1
39886;Milmersdorf;1
39887;Gerswalde;1
39888;Lychen;1
39889;Boitzenburg;1
3991;Waren Müritz;1
39921;Ankershagen;1
39922;Dambeck b Röbel;1
39923;Priborn;1
39924;Stuer;1
39925;Wredenhagen;1
39926;Grabowhöfe;1
39927;Nossentiner Hütte;1
39928;Möllenhagen;1
39929;Jabel b Waren;1
39931;Röbel Müritz;1
39932;Malchow b Waren;1
39933;Vollrathsruhe;1
39934;Groß Plasten;1
3994;Malchin;1
39951;Faulenrost;1
39952;Grammentin;1
39953;Schwinkendorf;1
39954;Stavenhagen Reuterstadt;1
39955;Jürgenstorf Meckl;1
39956;Neukalen;1
39957;Gielow;1
39959;Dargun;1
3996;Teterow;1
39971;Gnoien;1
39972;Walkendorf;1
39973;Altkalen;1
39975;Thürkow;1
39976;Groß Bützin;1
39977;Jördenstorf;1
39978;Gross Roge;1
3998;Demmin;1
39991;Daberkow;1
39992;Görmin;1
39993;Hohenmocker;1
39994;Metschow;1
39995;Nossendorf;1
39996;Törpin;1
39997;Jarmen;1
39998;Loitz b Demmin;1
39999;Tutow;1
40;Hamburg;1
4101;Pinneberg;1
4102;Ahrensburg;1
4103;Wedel;1
4104;Aumühle b Hamburg;1
4105;Seevetal;1
4106;Quickborn Kr Pinneberg;1
4107;Siek Kr Stormarn;1
4108;Rosengarten Kr Harburg;1
4109;Tangstedt Bz Hamburg;1
4120;Ellerhoop;1
4121;Elmshorn;1
4122;Uetersen;1
4123;Barmstedt;1
4124;Glückstadt;1
4125;Seestermühe;1
4126;Horst Holstein;1
4127;Westerhorn;1
4128;Kollmar;1
4129;Haseldorf;1
4131;Lüneburg;1
4132;Amelinghausen;1
4133;Wittorf Kr Lünebeburg;1
4134;Embsen Kr Lünebeburg;1
4135;Kirchgellersen;1
4136;Scharnebeck;1
4137;Barendorf;1
4138;Betzendorf Kr Lünebeburg;1
4139;Hohnstorf Elbe;1
4140;Estorf Kr Stade;1
4141;Stade;1
4142;Steinkirchen Kr Stade;1
4143;Drochtersen;1
4144;Himmelpforten;1
4146;Stade-Bützfleth;1
4148;Drochtersen-Assel;1
4149;Fredenbeck;1
4151;Schwarzenbek;1
4152;Geesthacht;1
4153;Lauenburg Elbe;1
4154;Trittau;1
4155;Büchen;1
4156;Talkau;1
4158;Roseburg;1
4159;Basthorst;1
4161;Buxtehude;1
4162;Jork;1
4163;Horneburg Niederelbe;1
4164;Harsefeld;1
4165;Hollenstedt Nordheide;1
4166;Ahlerstedt;1
4167;Apensen;1
4168;Neu Wulmstorf-Elstorf;1
4169;Sauensiek;1
4171;Winsen Luhe;1
4172;Salzhausen;1
4173;Wulfsen;1
4174;Stelle Kr Harburg;1
4175;Egestorf Nordheide;1
4176;Marschacht;1
4177;Drage Elbe;1
4178;Radbruch;1
4179;Winsen-Tönnhausen;1
4180;Königsmoor;1
4181;Buchholz in der Nordheide;1
4182;Tostedt;1
4183;Jesteburg;1
4184;Hanstedt Nordheide;1
4185;Marxen Auetal;1
4186;Buchholz-Trelde;1
4187;Holm-Seppensen;1
4188;Welle Nordheide;1
4189;Undeloh;1
4191;Kaltenkirchen Holst;1
4192;Bad Bramstedt;1
4193;Henstedt-Ulzburg;1
4194;Sievershütten;1
4195;Hartenholm;1
4202;Achim b Bremen;1
